student_id,student_name,branch,general_average,core_subject_average,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,label,_sig
5340,إبراهيم الحسن,Literary,83.69,82.02,3,ربما,3,يعتمد,4,أختار تخصصًا قريبًا منه,مرتفع,3,2,3,4,3,2,2,تشرح له حقيقة شعور الألم,سأتحمس لذلك مع بقائي حذرًا,استرح واستمتع,4,لا مشكلة لدي,3,4,5,3,3,3,3,26,منصف,لا أعرف,لا أتذكر,لا أتذكر,التصوير الفوتوغرافي,الدرامية أو الكوميدية,ممارسة الألعاب الرياضية,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Management Information Systems,"(3, 'يعتمد', 3, 'يعتمد', 4, 'أختار تخصصًا قريبًا منه', 'مرتفع', 3, 2, 3, 4, 3, 2, 2, 'تشرح له حقيقة شعور الألم', 'سأتحمس لذلك مع بقائي حذرًا', 'استرح واستمتع', 4, 'لا مشكلة لدي', 3, 4, 5, 3, 3, 3, 3, '26', 'منصف', 'لا أعرف', 'لا أتذكر', 'لا أتذكر', 'التصوير الفوتوغرافي', 'الدرامية أو الكوميدية', 'ممارسة الألعاب الرياضية', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
1203,ليلى الخطيب,Scientific,98.74,95.92,4,لا,2,لا,4,أختار تخصصًا قريبًا منه,متوسط,3,3,3,4,3,3,2,تشرح له حقيقة شعور الألم,غالبًا لا أجازف,استرح واستمتع,3,فقط إذا كنت أحب ما أدرسه,2,2,4,3,3,3,5,48,عادل,لا أعرف,لا أتذكر,أزرق,العزف على آلة موسيقية,الخيال والخدع,السباحة,إجراء التجارب العلمية,قراءة كتاب أو مجلة,أجرب تجربة علمية,Dentistry,"(4, 'لا', 2, 'لا', 4, 'أختار تخصصًا قريبًا منه', 'متوسط', 3, 3, 3, 4, 3, 3, 2, 'تشرح له حقيقة شعور الألم', 'غالبًا لا أجازف', 'استرح واستمتع', 3, 'فقط إذا كنت أحب ما أدرسه', 2, 2, 4, 3, 3, 3, 5, '48', 'عادل', 'لا أعرف', 'لا أتذكر', 'أزرق', 'العزف على آلة موسيقية', 'الخيال والخدع', 'السباحة', 'إجراء التجارب العلمية', 'قراءة كتاب أو مجلة', 'أجرب تجربة علمية')"
5011,عمر القادري,Industrial,86.18,86.45,3,ربما,2,لا,4,أبحث عن بديل,متوسط,3,3,3,4,1,2,3,تشرح له حقيقة شعور الألم,غالبًا لا أجازف,الاختلاف والتنوع هما أساس الحياة,3,مع تغيير المكان,4,2,3,4,2,1,5,1,منحاز,لا أعرف,لا أتذكر,لا أتذكر,الكتابة والتأليف,الخيال والخدع,التخييم والرحلات,تعلم لغات جديدة,قراءة كتاب أو مجلة,أبتكر قصة أو مشهد,Applied Computer Science,"(3, 'ربما', 2, 'لا', 4, 'أبحث عن بديل', 'متوسط', 3, 3, 3, 4, 1, 2, 3, 'تشرح له حقيقة شعور الألم', 'غالبًا لا أجازف', 'الاختلاف والتنوع هما أساس الحياة', 3, 'مع تغيير المكان', 4, 2, 3, 4, 2, 1, 5, '1', 'منحاز', 'لا أعرف', 'لا أتذكر', 'لا أتذكر', 'الكتابة والتأليف', 'الخيال والخدع', 'التخييم والرحلات', 'تعلم لغات جديدة', 'قراءة كتاب أو مجلة', 'أبتكر قصة أو مشهد')"
5406,يوسف العلي,Literary,77.11,80.03,3,ربما,2,يعتمد,3,أختار تخصصًا قريبًا منه,مرتفع,2,2,3,4,3,2,4,تشرح له حقيقة شعور الألم,سأكون متحمسًا,من يصل مبكرًا يحصد نجاحًا,3,مع تغيير المكان,3,5,4,3,2,1,4,48,صائب,لا أعرف,أخضر,لا أتذكر,الرسم والتلوين,الدرامية أو الكوميدية,التخييم والرحلات,تصوير وصناعة الفيديوهات,الاستماع للموسيقى أو البودكاست,أعمل على مشروع فني,Fashion Design,"(3, 'ربما', 2, 'يعتمد', 3, 'أختار تخصصًا قريبًا منه', 'مرتفع', 2, 2, 3, 4, 3, 2, 4, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 3, 'مع تغيير المكان', 3, 5, 4, 3, 2, 1, 4, '48', 'صائب', 'لا أعرف', 'أخضر', 'لا أتذكر', 'الرسم والتلوين', 'الدرامية أو الكوميدية', 'التصوير الفوتوغرافي', 'تصوير وصناعة الفيديوهات', 'الاستماع للموسيقى أو البودكاست', 'أعمل على مشروع فني')"
5077,خالد القادري,Industrial,87.67,89.21,2,ربما,3,يعتمد,2,أختار تخصصًا قريبًا منه,مرتفع,4,2,3,3,3,4,3,تشرح له حقيقة شعور الألم,سأكون متحمسًا,من يصل مبكرًا يحصد نجاحًا,5,لا مشكلة لدي,3,4,4,3,3,1,4,26,منحاز,لا أعرف,لا أتذكر,زهري,التصوير الفوتوغرافي,الخيال والخدع,التخييم والرحلات,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أعمل على مشروع فني,Civil Engineering,"(2, 'يعتمد', 3, 'يعتمد', 2, 'أختار تخصصًا قريبًا منه', 'مرتفع', 4, 2, 3, 3, 3, 4, 3, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 5, 'لا مشكلة لدي', 3, 4, 4, 3, 3, 1, 4, '26', 'منحاز', 'لا أعرف', 'لا أتذكر', 'زهري', 'التصوير الفوتوغرافي', 'الخيال والخدع', 'التخييم والرحلات', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أعمل على مشروع فني')"
5430,محمد الإبراهيم,Literary,75.93,74.51,3,لا,3,يعتمد,3,أبحث عن بديل,متوسط,3,3,5,3,4,3,3,تشرح له حقيقة شعور الألم,سأكون متحمسًا,استرح واستمتع,4,فقط إذا كنت أحب ما أدرسه,3,2,2,4,2,3,3,26,منصف,لا مشكلة إن لم يكن عربي,لا أتذكر,زهري,الرسم والتلوين,الدرامية أو الكوميدية,السباحة,تصوير وصناعة الفيديوهات,الاستماع للموسيقى أو البودكاست,أعمل على مشروع فني,Therapeutic Expressive Art,"(3, 'لا', 3, 'يعتمد', 3, 'أبحث عن بديل', 'متوسط', 3, 3, 5, 3, 4, 3, 3, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'استرح واستمتع', 4, 'فقط إذا كنت أحب ما أدرسه', 3, 2, 2, 4, 2, 3, 3, '26', 'منصف', 'لا مشكلة إن لم يكن عربي', 'لا أتذكر', 'زهري', 'الرسم والتلوين', 'الدرامية أو الكوميدية', 'التصوير الفوتوغرافي', 'تصوير وصناعة الفيديوهات', 'الاستماع للموسيقى أو البودكاست', 'أعمل على مشروع فني')"
724,حسين الحسن,Scientific,73.82,73.76,3,ربما,3,يعتمد,3,أختار تخصصًا قريبًا منه,منخفض,3,3,5,3,4,4,2,تشرح له حقيقة شعور الألم,سأكون متحمسًا,من يصل مبكرًا يحصد نجاحًا,4,لا مشكلة لدي,3,4,4,3,4,3,4,26,صائب,لن يستطيع الزواج,لا أتذكر,زهري,التصوير الفوتوغرافي,الدرامية أو الكوميدية,التخييم والرحلات,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Computer Science in the Job Market,"(3, 'يعتمد', 3, 'يعتمد', 3, 'أختار تخصصًا قريبًا منه', 'منخفض', 3, 3, 5, 3, 4, 4, 2, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 4, 'لا مشكلة لدي', 3, 4, 4, 3, 4, 3, 4, '26', 'صائب', 'لن يستطيع الزواج', 'لا أتذكر', 'زهري', 'التصوير الفوتوغرافي', 'الدرامية أو الكوميدية', 'التخييم والرحلات', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
3577,حسين المحمد,Literary,90.08,89.28,4,لا,3,نعم,2,أبحث عن بديل,متوسط,4,3,4,3,4,3,3,تشرح له حقيقة شعور الألم,غالبًا لا أجازف,كل شيء له وقته ومكانه,3,مع تغيير المكان,2,2,3,3,3,3,3,لا أعرف,منحاز,لا أعرف,أخضر,أزرق,الكتابة والتأليف,الخيال والخدع,التخييم والرحلات,تعلم لغات جديدة,قراءة كتاب أو مجلة,أبتكر قصة أو مشهد,Physical Education,"(4, 'لا', 3, 'نعم', 2, 'أبحث عن بديل', 'متوسط', 4, 3, 4, 3, 4, 3, 3, 'تشرح له حقيقة شعور الألم', 'غالبًا لا أجازف', 'كل شيء له وقته ومكانه', 3, 'مع تغيير المكان', 2, 2, 3, 3, 3, 3, 3, 'لا أعرف', 'منحاز', 'لا أعرف', 'أخضر', 'أزرق', 'الكتابة والتأليف', 'الخيال والخدع', 'التخييم والرحلات', 'تعلم لغات جديدة', 'قراءة كتاب أو مجلة', 'أبتكر قصة أو مشهد')"
912,حسن السعدي,Scientific,84.15,82.12,4,لا,3,لا,3,أبحث عن بديل,مرتفع,4,3,3,4,5,2,2,تشرح له حقيقة شعور الألم,غالبًا لا أجازف,استرح واستمتع,3,فقط إذا كنت أحب ما أدرسه,2,2,4,4,4,2,2,لا أعرف,منحاز,لن يستطيع الزواج,أصفر,أزرق,الكتابة والتأليف,الدرامية أو الكوميدية,التخييم والرحلات,إجراء التجارب العلمية,قراءة كتاب أو مجلة,أجرب تجربة علمية,Nursing,"(4, 'لا', 3, 'لا', 3, 'أبحث عن بديل', 'مرتفع', 4, 3, 3, 4, 5, 2, 2, 'تشرح له حقيقة شعور الألم', 'غالبًا لا أجازف', 'استرح واستمتع', 3, 'فقط إذا كنت أحب ما أدرسه', 2, 2, 4, 4, 4, 2, 2, 'لا أعرف', 'منحاز', 'لن يستطيع الزواج', 'أصفر', 'أزرق', 'الكتابة والتأليف', 'الدرامية أو الكوميدية', 'التخييم والرحلات', 'إجراء التجارب العلمية', 'قراءة كتاب أو مجلة', 'أجرب تجربة علمية')"
583,محمد الزهري,Scientific,98.61,96.98,3,لا,3,لا,4,أختار تخصصًا قريبًا منه,مرتفع,2,3,3,5,4,3,2,تشرح له عن النواقل,سأكون متحمسًا,من يصل مبكرًا يحصد نجاحًا,4,فقط إذا كنت أحب ما أدرسه,2,4,3,3,4,3,2,48,عادل,لن يستطيع الزواج,لا أتذكر,أصفر,التصوير الفوتوغرافي,الخيال والخدع,ممارسة الألعاب الرياضية,إجراء التجارب العلمية,قراءة كتاب أو مجلة,أجرب تجربة علمية,Dentistry,"(3, 'لا', 3, 'لا', 4, 'أختار تخصصًا قريبًا منه', 'مرتفع', 2, 3, 3, 5, 4, 3, 2, 'تشرح له عن النواقل', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 4, 'فقط إذا كنت أحب ما أدرسه', 2, 4, 3, 3, 4, 3, 2, '48', 'عادل', 'لن يستطيع الزواج', 'لا أتذكر', 'أصفر', 'التصوير الفوتوغرافي', 'الخيال والخدع', 'ممارسة الألعاب الرياضية', 'إجراء التجارب العلمية', 'قراءة كتاب أو مجلة', 'أجرب تجربة علمية')"
4857,خالد الزهري,Entrepreneurship and Business,51.53,51.53,4,ربما,1,يعتمد,4,أبحث عن بديل,متوسط,3,3,3,4,5,4,4,تشرح له حقيقة شعور الألم,سأتحمس لذلك مع بقائي حذرًا,من يصل مبكرًا يحصد نجاحًا,4,فقط إذا كنت أحب ما أدرسه,3,4,3,3,4,4,3,48,صائب,لن يستطيع الزواج,أصفر,أصفر,التصوير الفوتوغرافي,العلمية أو الخيال العلمي,ركوب الدراجة,تصوير وصناعة الفيديوهات,قراءة كتاب أو مجلة,أجرب تجربة علمية,Accounting,"(4, 'ربما', 1, 'يعتمد', 4, 'أبحث عن بديل', 'متوسط', 3, 3, 3, 4, 5, 4, 4, 'تشرح له حقيقة شعور الألم', 'سأتحمس لذلك مع بقائي حذرًا', 'من يصل مبكرًا يحصد نجاحًا', 4, 'فقط إذا كنت أحب ما أدرسه', 3, 4, 3, 3, 4, 4, 3, '48', 'صائب', 'لن يستطيع الزواج', 'أصفر', 'أصفر', 'التصوير الفوتوغرافي', 'العلمية أو الخيال العلمي', 'ركوب الدراجة', 'تصوير وصناعة الفيديوهات', 'قراءة كتاب أو مجلة', 'أجرب تجربة علمية')"
3812,عبدالله اليوسف,Sharia,93.13,90.5,3,ربما,2,نعم,2,أبحث عن بديل,منخفض,2,2,3,5,1,3,3,تشرح له عن النواقل,سأكون متحمسًا,من يصل مبكرًا يحصد نجاحًا,2,لا أحب الأعمال الكتبية,3,4,3,3,2,3,4,48,منصف,لن يستطيع الزواج,زهري,أصفر,العزف على آلة موسيقية,الدرامية أو الكوميدية,ممارسة الألعاب الرياضية,إجراء التجارب العلمية,كتابة مذكرات أو قصص,أبتكر قصة أو مشهد,Islamic Banking,"(3, 'ربما', 2, 'نعم', 2, 'أبحث عن بديل', 'منخفض', 2, 2, 3, 5, 1, 3, 3, 'تشرح له عن النواقل', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 2, 'لا أحب الأعمال الكتبية', 3, 4, 3, 3, 2, 3, 4, '48', 'منصف', 'لن يستطيع الزواج', 'زهري', 'أصفر', 'العزف على آلة موسيقية', 'الدرامية أو الكوميدية', 'ممارسة الألعاب الرياضية', 'إجراء التجارب العلمية', 'كتابة مذكرات أو قصص', 'أبتكر قصة أو مشهد')"
4888,عائشة الحسن,Entrepreneurship and Business,92.95,95.34,3,ربما,4,لا,4,أبحث عن بديل,متوسط,3,2,3,4,4,2,4,تشرح له عن النواقل,سأكون قلقًا,من يصل مبكرًا يحصد نجاحًا,4,فقط إذا كنت أحب ما أدرسه,3,3,4,2,3,3,3,48,منحاز,لن يستطيع الزواج,لا أتذكر,أصفر,التصوير الفوتوغرافي,الدرامية أو الكوميدية,ممارسة الألعاب الرياضية,إجراء التجارب العلمية,قراءة كتاب أو مجلة,أجرب تجربة علمية,Digital Marketing and Communication,"(3, 'يعتمد', 4, 'لا', 4, 'أبحث عن بديل', 'متوسط', 3, 2, 3, 4, 4, 2, 4, 'تشرح له عن النواقل', 'سأكون قلقًا', 'من يصل مبكرًا يحصد نجاحًا', 4, 'فقط إذا كنت أحب ما أدرسه', 3, 3, 4, 2, 3, 3, 3, '48', 'منحاز', 'لن يستطيع الزواج', 'لا أتذكر', 'أصفر', 'التصوير الفوتوغرافي', 'الدرامية أو الكوميدية', 'ممارسة الألعاب الرياضية', 'إجراء التجارب العلمية', 'قراءة كتاب أو مجلة', 'أجرب تجربة علمية')"
1002,حسين السعدي,Scientific,59.24,59.1,2,لا,4,لا,3,أختار تخصصًا قريبًا منه,مرتفع,5,3,3,4,4,2,4,تشرح له عن النواقل,سأكون متحمسًا,من يصل مبكرًا يحصد نجاحًا,4,لا أحب الأعمال الكتبية,3,2,3,2,4,3,2,1,منصف,لا أعرف,لا أتذكر,لا أتذكر,التصوير الفوتوغرافي,الغموض والتشويق,التخييم والرحلات,تصوير وصناعة الفيديوهات,قراءة كتاب أو مجلة,أجرب تجربة علمية,Mathematics,"(2, 'لا', 4, 'لا', 3, 'أختار تخصصًا قريبًا منه', 'مرتفع', 5, 3, 3, 4, 4, 2, 4, 'تشرح له عن النواقل', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 4, 'لا أحب الأعمال الكتبية', 3, 2, 3, 2, 4, 3, 2, '1', 'منصف', 'لا أعرف', 'لا أتذكر', 'لا أتذكر', 'التصوير الفوتوغرافي', 'الغموض والتشويق', 'التخييم والرحلات', 'تصوير وصناعة الفيديوهات', 'قراءة كتاب أو مجلة', 'أجرب تجربة علمية')"
4859,يوسف العلي,Entrepreneurship and Business,85.09,87.44,3,ربما,5,لا,5,أبحث عن بديل,متوسط,3,4,2,2,4,1,4,تشرح له حقيقة شعور الألم,سأتحمس لذلك مع بقائي حذرًا,من يصل مبكرًا يحصد نجاحًا,3,فقط إذا كنت أحب ما أدرسه,4,3,2,4,4,4,4,لا أعرف,صائب,لا أعرف,أصفر,أزرق,الكتابة والتأليف,الخيال والخدع,التخييم والرحلات,إجراء التجارب العلمية,كتابة مذكرات أو قصص,أحل لغز أو تحدي,Investment and Real Estate Development,"(3, 'يعتمد', 5, 'لا', 5, 'أبحث عن بديل', 'متوسط', 3, 4, 2, 2, 4, 1, 4, 'تشرح له حقيقة شعور الألم', 'سأتحمس لذلك مع بقائي حذرًا', 'من يصل مبكرًا يحصد نجاحًا', 3, 'فقط إذا كنت أحب ما أدرسه', 4, 3, 2, 4, 4, 4, 4, 'لا أعرف', 'صائب', 'لا أعرف', 'أصفر', 'أزرق', 'الكتابة والتأليف', 'الخيال والخدع', 'التخييم والرحلات', 'إجراء التجارب العلمية', 'كتابة مذكرات أو قصص', 'أحل لغز أو تحدي')"
3798,يوسف الخالدي,Sharia,78.23,77.71,4,ربما,4,لا,2,أبحث عن بديل,متوسط,4,3,2,4,4,4,3,تشرح له عن النواقل,سأكون قلقًا,من يصل مبكرًا يحصد نجاحًا,3,فقط إذا كنت أحب ما أدرسه,3,5,2,4,3,4,3,لا أعرف,منصف,لن يستطيع الزواج,لا أتذكر,أزرق,العزف على آلة موسيقية,التحقيقات البوليسية,السباحة,تعلم لغات جديدة,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Fundamentals of Religion,"(4, 'ربما', 4, 'لا', 2, 'أبحث عن بديل', 'متوسط', 4, 3, 2, 4, 4, 4, 3, 'تشرح له عن النواقل', 'سأكون قلقًا', 'من يصل مبكرًا يحصد نجاحًا', 3, 'فقط إذا كنت أحب ما أدرسه', 3, 5, 2, 4, 3, 4, 3, 'لا أعرف', 'منصف', 'لن يستطيع الزواج', 'لا أتذكر', 'أزرق', 'العزف على آلة موسيقية', 'التحقيقات البوليسية', 'السباحة', 'تعلم لغات جديدة', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
5796,محمد حسن,Scientific,89.25,93.6,3,ربما,5,يعتمد,4,أختار تخصصًا قريبًا منه,متوسط,3,2,3,4,3,2,2,تشرح له حقيقة شعور الألم,سأكون متحمسًا,استرح واستمتع,4,لا مشكلة لدي,3,4,4,2,3,3,2,26,صائب,لن يستطيع الزواج,لا أتذكر,لا أتذكر,العزف على آلة موسيقية,التحقيقات البوليسية,السباحة,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Computer Engineering,"(3, 'يعتمد', 5, 'يعتمد', 4, 'أختار تخصصًا قريبًا منه', 'متوسط', 3, 2, 3, 4, 3, 2, 2, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'استرح واستمتع', 4, 'لا مشكلة لدي', 3, 4, 4, 2, 3, 3, 2, '26', 'صائب', 'لن يستطيع الزواج', 'لا أتذكر', 'لا أتذكر', 'العزف على آلة موسيقية', 'التحقيقات البوليسية', 'السباحة', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
1205,محمد الإبراهيم,Scientific,67.54,66.06,3,لا,4,لا,2,أختار تخصصًا قريبًا منه,متوسط,4,4,3,3,4,2,4,تشرح له عن النواقل,سأتحمس لذلك مع بقائي حذرًا,استرح واستمتع,4,لا أحب الأعمال الكتبية,3,2,3,3,3,3,3,1,عادل,لا أعرف,زهري,لا أتذكر,التصوير الفوتوغرافي,العلمية أو الخيال العلمي,ممارسة الألعاب الرياضية,إجراء التجارب العلمية,قراءة كتاب أو مجلة,أجرب تجربة علمية,Mathematics and Data Science,"(3, 'لا', 4, 'لا', 2, 'أختار تخصصًا قريبًا منه', 'متوسط', 4, 4, 3, 3, 4, 2, 4, 'تشرح له عن النواقل', 'سأتحمس لذلك مع بقائي حذرًا', 'استرح واستمتع', 4, 'لا أحب الأعمال الكتبية', 3, 2, 3, 3, 3, 3, 3, '1', 'عادل', 'لا أعرف', 'زهري', 'لا أتذكر', 'التصوير الفوتوغرافي', 'العلمية أو الخيال العلمي', 'ممارسة الألعاب الرياضية', 'إجراء التجارب العلمية', 'قراءة كتاب أو مجلة', 'أجرب تجربة علمية')"
1564,أحمد السعدي,Scientific,91.03,92.24,4,ربما,3,يعتمد,4,أختار تخصصًا قريبًا منه,منخفض,4,4,3,3,3,3,4,تقرصه لتثبت,سأكون متحمسًا,استرح واستمتع,4,لا مشكلة لدي,1,4,5,2,4,4,2,26,صائب,لا أعرف,لا أتذكر,أصفر,العزف على آلة موسيقية,التحقيقات البوليسية,التخييم والرحلات,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Computer Engineering,"(4, 'يعتمد', 3, 'يعتمد', 4, 'أختار تخصصًا قريبًا منه', 'منخفض', 4, 4, 3, 3, 3, 3, 4, 'تقرصه لتثبت', 'سأكون متحمسًا', 'استرح واستمتع', 4, 'لا مشكلة لدي', 1, 4, 5, 2, 4, 4, 2, '26', 'صائب', 'لا أعرف', 'لا أتذكر', 'أصفر', 'العزف على آلة موسيقية', 'التحقيقات البوليسية', 'التخييم والرحلات', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
6116,لينا علي,Scientific,66.81,84.87,3,ربما,4,يعتمد,3,أختار تخصصًا قريبًا منه,منخفض,3,2,3,4,4,2,5,تشرح له عن النواقل,سأكون متحمسًا,من يصل مبكرًا يحصد نجاحًا,4,لا مشكلة لدي,4,4,5,5,2,2,5,26,منصف,لا مشكلة إن لم يكن عربي,أخضر,لا أتذكر,العزف على آلة موسيقية,الدرامية أو الكوميدية,ركوب الدراجة,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Management Information Systems,"(3, 'يعتمد', 4, 'يعتمد', 3, 'أختار تخصصًا قريبًا منه', 'منخفض', 3, 2, 3, 4, 4, 2, 5, 'تشرح له عن النواقل', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 4, 'لا مشكلة لدي', 4, 4, 5, 5, 2, 2, 5, '26', 'منصف', 'لا مشكلة إن لم يكن عربي', 'أخضر', 'لا أتذكر', 'العزف على آلة موسيقية', 'الدرامية أو الكوميدية', 'ركوب الدراجة', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
4115,حسن الزهري,Industrial,73.85,71.92,2,ربما,3,يعتمد,3,أبحث عن بديل,متوسط,3,4,4,4,3,3,3,تشرح له حقيقة شعور الألم,سأكون متحمسًا,من يصل مبكرًا يحصد نجاحًا,4,فقط إذا كنت أحب ما أدرسه,3,4,5,4,4,3,4,26,صائب,لا أعرف,لا أتذكر,أزرق,التصوير الفوتوغرافي,الخيال والخدع,السباحة,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أعمل على مشروع فني,Computer Science,"(2, 'يعتمد', 3, 'يعتمد', 3, 'أبحث عن بديل', 'متوسط', 3, 4, 4, 4, 3, 3, 3, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 4, 'فقط إذا كنت أحب ما أدرسه', 3, 4, 5, 4, 4, 3, 4, '26', 'صائب', 'لا أعرف', 'لا أتذكر', 'أزرق', 'التصوير الفوتوغرافي', 'الخيال والخدع', 'السباحة', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أعمل على مشروع فني')"
4743,عمر السعدي,Entrepreneurship and Business,68.55,68.97,2,ربما,3,لا,3,أبحث عن بديل,متوسط,3,5,3,3,3,2,4,تشرح له عن النواقل,سأتحمس لذلك مع بقائي حذرًا,من يصل مبكرًا يحصد نجاحًا,5,مع تغيير المكان,4,3,3,3,4,4,3,1,منحاز,لن يستطيع الزواج,لا أتذكر,لا أتذكر,التصوير الفوتوغرافي,الدرامية أو الكوميدية,ممارسة الألعاب الرياضية,تعلم لغات جديدة,الاستماع للموسيقى أو البودكاست,أحل لغز أو تحدي,Financial and Banking Sciences,"(2, 'يعتمد', 3, 'لا', 3, 'أبحث عن بديل', 'متوسط', 3, 5, 3, 3, 3, 2, 4, 'تشرح له عن النواقل', 'سأتحمس لذلك مع بقائي حذرًا', 'من يصل مبكرًا يحصد نجاحًا', 5, 'مع تغيير المكان', 4, 3, 3, 3, 4, 4, 3, '1', 'منحاز', 'لن يستطيع الزواج', 'لا أتذكر', 'لا أتذكر', 'التصوير الفوتوغرافي', 'الدرامية أو الكوميدية', 'ممارسة الألعاب الرياضية', 'تعلم لغات جديدة', 'الاستماع للموسيقى أو البودكاست', 'أحل لغز أو تحدي')"
5088,فاطمة الأحمد,Industrial,94.3,95.64,3,ربما,3,يعتمد,3,أختار تخصصًا قريبًا منه,مرتفع,2,3,4,3,1,3,3,تشرح له حقيقة شعور الألم,سأكون متحمسًا,من يصل مبكرًا يحصد نجاحًا,5,فقط إذا كنت أحب ما أدرسه,2,4,5,3,2,3,4,26,صائب,لا أعرف,أصفر,لا أتذكر,التصوير الفوتوغرافي,الخيال والخدع,ممارسة الألعاب الرياضية,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Mechanical Engineering,"(3, 'يعتمد', 3, 'يعتمد', 3, 'أختار تخصصًا قريبًا منه', 'مرتفع', 2, 3, 4, 3, 1, 3, 3, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 5, 'فقط إذا كنت أحب ما أدرسه', 2, 4, 5, 3, 2, 3, 4, '26', 'صائب', 'لا أعرف', 'أصفر', 'لا أتذكر', 'التصوير الفوتوغرافي', 'الخيال والخدع', 'ممارسة الألعاب الرياضية', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
5355,علي الحسن,Literary,68.97,66.42,3,ربما,4,يعتمد,4,أبحث عن بديل,متوسط,3,3,3,3,3,2,4,تشرح له حقيقة شعور الألم,سأكون متحمسًا,من يصل مبكرًا يحصد نجاحًا,2,فقط إذا كنت أحب ما أدرسه,1,5,1,5,3,3,3,لا أعرف,صائب,لن يستطيع الزواج,لا أتذكر,لا أتذكر,الكتابة والتأليف,التحقيقات البوليسية,التخييم والرحلات,إجراء التجارب العلمية,كتابة مذكرات أو قصص,أجرب تجربة علمية,Digital Media and Communication,"(3, 'يعتمد', 4, 'يعتمد', 4, 'أبحث عن بديل', 'متوسط', 3, 3, 3, 3, 3, 2, 4, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 2, 'فقط إذا كنت أحب ما أدرسه', 1, 5, 1, 5, 3, 3, 3, 'لا أعرف', 'صائب', 'لن يستطيع الزواج', 'لا أتذكر', 'لا أتذكر', 'الكتابة والتأليف', 'التحقيقات البوليسية', 'التخييم والرحلات', 'إجراء التجارب العلمية', 'كتابة مذكرات أو قصص', 'أجرب تجربة علمية')"
